FCP ,TTI ,plt
1636.00,3410.90,1566.60
1656.00,3402.80,1580.00
1632.00,3450.50,1563.00
1640.00,3485.60,1563.40
1636.00,3351.90,1558.70
1620.00,3362.60,1547.00
1632.00,3434.70,1556.80
1636.00,3651.20,1559.00
1648.00,3419.50,1567.10
1612.00,3387.00,1546.60
1732.00,3459.80,1656.80
1676.00,3450.70,1588.70
1640.00,3364.80,1559.90
1620.00,3297.90,1545.30
1624.00,3543.50,1559.20
1684.00,3326.00,1612.70
1620.00,3387.70,1543.40
1616.00,3379.10,1541.70
1652.00,3348.60,1578.50
1648.00,3344.60,1570.20
1628.00,3406.90,1545.60
1640.00,4311.80,1569.70
1676.00,3450.80,1593.20
1640.00,3359.40,1570.10
1628.00,3377.00,1559.00
1656.00,3639.00,1577.10
1652.00,3396.00,1582.70
1632.00,3752.90,1558.10
1672.00,3373.20,1597.50
1624.00,3327.30,1545.40
1648.00,3568.60,1581.80
1624.00,3348.90,1557.50
1632.00,3381.10,1559.50
1660.00,3527.40,1579.30
1624.00,3521.10,1552.30
1644.00,3489.60,1563.10
1624.00,3422.20,1558.50
