FCP ,TTI ,plt
1612.00,3278.80,1586.20
1568.00,3249.30,1540.40
1572.00,3285.90,1540.30
1584.00,3537.60,1553.50
1584.00,3247.30,1548.60
1592.00,3326.40,1570.40
1580.00,3231.90,1561.10
1592.00,3211.10,1561.60
1604.00,3253.70,1583.90
1568.00,3432.80,1544.60
1600.00,3303.00,1574.30
1588.00,3334.60,1559.50
1604.00,3275.60,1583.70
1584.00,3525.40,1567.50
1592.00,3287.60,1568.50
1568.00,3251.90,1548.60
1612.00,3319.30,1586.60
1604.00,3388.20,1574.00
1628.00,3482.90,1590.20
1592.00,3345.30,1559.80
1588.00,3375.60,1558.40
1576.00,3492.70,1547.70
1576.00,3243.90,1546.10
1588.00,3402.50,1562.30
1604.00,3383.60,1578.00
1584.00,3253.10,1549.50
1588.00,3354.60,1563.60
1588.00,3290.50,1566.90
1576.00,3359.80,1551.80
1692.00,3482.80,1667.80
1620.00,3497.00,1592.10
1588.00,3291.50,1565.40
1604.00,3427.30,1577.30
1592.00,3445.90,1567.60
1608.00,3626.90,1580.60
1604.00,3373.20,1579.80
1580.00,3480.40,1552.40
